"Trade Facility","Date","Symbol","Short Volume","Short Exempt Volume","Total Volume","Market"
"NQTRF","2023-10-06","TBIO","3047","0","14317","Q"
"NYTRF","2023-10-06","TBIO","106","0","209","N"
"NQTRF","2023-10-06","TBJL","1317","0","4225","Q"
"NYTRF","2023-10-06","TBJL","318","0","404","N"
"NCTRF","2023-10-06","TBLA","199","0","199","B"
"NQTRF","2023-10-06","TBLA","203885","400","641777","Q"
"NYTRF","2023-10-06","TBLA","937","0","6565","N"
"NQTRF","2023-10-06","TBLAW","1549","0","2404","Q"
"NQTRF","2023-10-06","TBLD","10427","0","32084","Q"
"NYTRF","2023-10-06","TBLD","300","0","300","N"
"NQTRF","2023-10-06","TBLL","35747","2000","62197","Q"
"NYTRF","2023-10-06","TBLL","85","0","105","N"
"ORF","2023-10-06","TBLMY","86","0","662","O"
"NQTRF","2023-10-06","TBLT","112694","0","194460","Q"
"NYTRF","2023-10-06","TBLT","7110","0","16318","N"
"NQTRF","2023-10-06","TBNK","1269","0","4834","Q"
"ORF","2023-10-06","TBNRF","25000","0","25000","O"
"NQTRF","2023-10-06","TBPH","39952","0","70163","Q"
"NYTRF","2023-10-06","TBPH","300","0","301","N"
"ORF","2023-10-06","TBPMQ","208000","0","994870","O"
"NCTRF","2023-10-06","TBT","200","0","1410","B"
"NQTRF","2023-10-06","TBT","228756","1528","580365","Q"
"NYTRF","2023-10-06","TBT","2093","0","22357","N"
"ORF","2023-10-06","TBTC","1400","0","1908","O"
"NQTRF","2023-10-06","TBUX","76","0","1667","Q"
"NYTRF","2023-10-06","TBUX","1","0","1","N"
"NQTRF","2023-10-06","TBX","15038","0","24336","Q"
"NYTRF","2023-10-06","TBX","30","0","31","N"
"ORF","2023-10-06","TBXXF","24000","0","24000","O"
"NQTRF","2023-10-06","TC","385","0","2916","Q"
"NQTRF","2023-10-06","TCAF","213764","0","263076","Q"
"NYTRF","2023-10-06","TCAF","1315","0","1356","N"
"NQTRF","2023-10-06","TCBC","90","0","115","Q"
"NYTRF","2023-10-06","TCBI","306","0","1062","N"
"NQTRF","2023-10-06","TCBI","35988","0","163906","Q"
"NQTRF","2023-10-06","TCBIO","3378","0","16222","Q"
"NQTRF","2023-10-06","TCBK","8834","0","29019","Q"
"NYTRF","2023-10-06","TCBK","100","0","205","N"
"NQTRF","2023-10-06","TCBP","18773","0","57895","Q"
"NQTRF","2023-10-06","TCBS","6002","0","6005","Q"
"NQTRF","2023-10-06","TCBX","3270","0","13452","Q"
"NYTRF","2023-10-06","TCBX","1","0","149","N"
"ORF","2023-10-06","TCCPY","146092","0","337081","O"
"ORF","2023-10-06","TCEHY","1517230","0","2860275","O"
"ORF","2023-10-06","TCGGY","4","0","5","O"
"NQTRF","2023-10-06","TCHP","14012","2400","26744","Q"
"NYTRF","2023-10-06","TCHP","34","8","1563","N"
"NQTRF","2023-10-06","TCI","656","0","734","Q"
"NYTRF","2023-10-06","TCI","100","0","200","N"
"NQTRF","2023-10-06","TCJH","699","0","5690","Q"
"NYTRF","2023-10-06","TCJH","121","0","121","N"
"ORF","2023-10-06","TCLAF","10000","0","10000","O"
"ORF","2023-10-06","TCLCF","50","0","50","O"
"NCTRF","2023-10-06","TCMD","40","0","40","B"
"NQTRF","2023-10-06","TCMD","16987","0","46083","Q"
"NYTRF","2023-10-06","TCMD","59","0","104","N"
"NQTRF","2023-10-06","TCN","122129","19","193123","Q"
"NYTRF","2023-10-06","TCN","3187","0","3236","N"
"ORF","2023-10-06","TCNB","100","0","500","O"
"ORF","2023-10-06","TCNNF","110066","0","258710","O"
"NCTRF","2023-10-06","TCOM","45","0","975","B"
"NQTRF","2023-10-06","TCOM","368962","207","752732","Q"
"NYTRF","2023-10-06","TCOM","3505","0","10080","N"
"NCTRF","2023-10-06","TCON","1100","0","1100","B"
"NQTRF","2023-10-06","TCON","218392","0","420483","Q"
"NYTRF","2023-10-06","TCON","5315","0","11891","N"
"NQTRF","2023-10-06","TCPC","43714","981","75940","Q"
"NYTRF","2023-10-06","TCPC","436","99","1350","N"
"NQTRF","2023-10-06","TCRT","318994","1500","866945","Q"
"NYTRF","2023-10-06","TCRT","37355","0","62664","N"
"NCTRF","2023-10-06","TCRX","100","0","200","B"
"NQTRF","2023-10-06","TCRX","67154","291","150284","Q"
